Soil_Moisture,Nutrient_Level,Crop_Health,Temperature,Humidity,Precipitation,Yield_Percentage,Future_Temperature,Future_Humidity,Future_Precipitation
56,131,8,25,64,3,85,26,66,7
75,182,7,31,71,2,87,24,76,3
42,120,6,25,61,6,88,27,67,6
52,125,9,25,64,8,89,27,69,6
46,131,7,26,65,6,86,27,65,7
80,163,4,34,75,2,77,19,76,3
47,138,7,26,62,7,89,27,66,8
74,135,7,27,65,4,88,27,69,7
80,166,3,30,74,3,75,21,76,3
63,178,6,30,72,2,78,22,75,3
35,131,7,25,66,7,90,28,64,6
78,169,8,32,75,7,86,22,74,8
43,120,7,25,64,7,87,27,68,7
76,180,6,32,73,4,79,20,76,3
45,120,8,25,66,7,88,28,66,7
76,166,8,31,75,6,76,21,68,4
42,121,7,27,65,8,90,26,68,8
76,185,3,31,72,3,80,23,76,5
50,120,8,25,62,8,89,27,68,7
71,168,6,29,73,6,85,23,72,3
77,187,7,30,75,3,77,22,76,3
44,120,8,25,63,7,87,27,66,7
43,120,7,27,63,6,89,27,68,7
74,180,7,32,73,7,87,22,73,3
45,121,7,25,62,6,89,22,67,7
72,170,6,33,73,4,85,22,76,3
49,138,7,26,65,8,90,28,66,8
74,170,7,27,66,6,87,25,74,7
53,120,8,26,66,7,90,27,67,7
46,124,6,25,65,5,79,26,64,7
58,125,7,26,64,7,88,22,68,6
80,156,4,31,74,2,87,21,76,3
72,196,6,27,64,6,85,26,75,7
78,180,3,30,75,6,79,22,76,4
73,120,7,29,66,6,88,26,75,8
44,135,8,26,64,6,89,28,70,6
74,186,5,31,75,4,78,23,76,3
49,120,7,25,65,6,88,26,66,8
60,123,6,26,64,7,88,27,67,7
80,167,3,30,75,2,75,23,76,3
80,144,7,30,70,4,89,26,76,7
65,165,7,31,73,3,86,21,76,3
51,125,8,25,66,7,92,26,66,8
48,120,6,25,63,8,88,28,65,7
56,161,4,32,75,6,75,24,76,7
74,178,7,26,64,6,86,25,67,6
69,164,8,25,64,7,89,22,68,7
51,142,8,25,65,7,86,27,65,6
46,121,8,28,61,7,87,27,67,8
80,185,4,31,69,4,77,22,74,7
72,173,7,30,66,7,85,19,66,7
68,162,7,32,75,4,75,21,76,3
44,127,8,25,63,8,84,27,66,7
73,174,3,31,75,4,82,22,76,3
44,120,8,25,62,7,90,28,64,7
35,128,8,25,64,7,90,28,67,7
48,120,9,25,64,7,88,27,67,7
77,144,4,30,75,2,75,21,76,3
78,188,7,31,74,4,77,23,76,3
80,166,4,31,73,2,75,21,76,3
56,138,7,26,63,6,88,27,68,7
53,121,7,27,62,6,86,28,67,7
39,120,9,25,62,7,90,28,68,6
78,174,3,32,72,5,77,24,75,4
46,127,6,25,65,7,88,27,65,7
72,120,8,25,75,7,88,22,76,8
57,138,7,26,64,5,86,28,66,7
53,123,7,27,65,6,88,23,68,6
72,126,7,32,65,3,87,23,67,7
55,133,9,25,67,7,89,28,65,7
45,120,8,25,62,7,91,26,65,8
45,135,6,27,65,6,86,28,68,6
61,139,8,25,65,7,88,27,65,7
80,170,3,29,75,2,75,20,76,3
43,120,7,31,65,6,88,26,64,6
42,120,7,25,63,6,88,26,67,7
66,177,6,26,74,6,75,25,76,6
80,170,3,32,73,5,88,20,76,4
64,171,5,32,70,3,89,23,72,5
51,120,8,25,66,7,92,26,67,8
50,120,7,25,65,6,87,27,69,7
42,127,7,25,63,7,85,27,64,6
71,121,7,27,73,5,80,20,67,4
80,174,5,32,75,2,76,21,76,3
47,123,7,27,64,8,91,26,67,7
80,185,3,32,74,4,75,19,76,3
48,122,7,25,68,6,90,28,66,6
65,120,7,26,66,4,88,21,66,8
79,199,4,33,73,2,77,21,76,5
47,120,9,25,61,7,87,26,68,6
49,126,6,27,65,7,92,28,66,6
48,125,7,25,62,7,90,24,66,8
77,169,8,30,74,6,76,20,76,6
46,120,9,25,65,8,90,27,67,8
80,181,4,30,71,2,80,20,76,3
55,127,7,25,62,5,88,27,67,7
77,170,3,31,74,3,75,20,76,4
72,179,6,32,72,3,87,27,75,6
49,120,7,25,64,8,90,28,65,8
76,168,3,32,74,4,80,19,75,3
54,123,9,25,64,5,86,27,66,7
49,120,8,27,65,6,87,26,66,7
50,121,6,25,67,6,91,27,67,7
80,160,7,32,75,3,79,21,75,3
54,121,8,25,66,7,86,27,67,7
72,178,8,27,71,5,85,21,68,3
80,166,3,32,75,3,81,22,76,3
77,173,4,31,64,2,77,23,75,6
80,179,4,32,75,3,76,20,76,4
74,171,3,31,74,6,78,23,75,5
78,188,5,33,75,3,79,21,76,3
70,122,4,32,67,5,87,22,67,5
76,146,8,27,64,3,90,21,70,6
46,120,8,25,63,7,89,28,68,6
48,120,7,27,64,6,87,27,67,6
74,151,7,31,75,4,85,23,75,3
79,163,7,31,75,6,87,20,74,3
51,124,8,25,63,7,87,28,64,7
56,120,6,27,63,7,89,26,69,6
57,120,7,25,65,6,90,26,65,8
51,124,8,27,65,6,87,26,65,7
80,186,3,32,75,2,75,20,76,3
47,120,8,25,61,5,89,28,65,9
44,128,7,25,63,7,90,28,67,6
52,120,8,25,65,7,91,26,65,6
67,181,7,31,73,3,75,21,74,3
42,126,7,25,66,8,89,26,64,7
80,187,3,33,74,2,77,20,76,3
80,175,6,27,75,3,88,21,76,4
58,122,7,26,64,8,92,24,68,7
76,122,8,25,66,6,88,28,67,8
51,120,7,26,63,6,89,27,67,6
50,134,7,25,64,6,87,28,68,9
37,126,7,25,68,6,85,27,64,7
52,122,8,26,67,7,88,28,65,6
45,120,6,26,62,6,87,20,73,3
47,120,8,25,63,6,91,28,66,6
70,187,6,27,72,6,85,27,74,6
80,134,6,26,68,7,87,25,67,8
45,126,6,25,64,7,87,28,66,6
79,171,3,30,73,3,81,21,75,3
52,120,6,26,69,6,90,25,67,7
45,122,7,27,64,7,85,27,67,7
61,120,8,26,64,6,92,25,66,7
72,184,7,32,75,4,75,20,76,3
80,185,8,31,75,3,77,22,76,3
73,129,4,27,73,6,80,27,68,7
66,147,7,26,63,6,87,22,73,6
75,122,8,25,64,7,85,23,69,8
45,139,8,26,64,6,91,27,66,8
66,180,6,27,73,6,86,22,73,7
73,190,7,31,61,4,81,20,74,4
47,130,8,26,63,6,90,27,65,7
45,120,8,26,64,7,91,28,68,7
80,185,3,32,72,3,81,20,76,3
57,120,9,25,64,6,86,27,67,7
51,120,8,26,63,8,89,28,64,7
71,126,6,26,75,6,89,27,68,7
47,120,7,25,66,7,89,27,66,8
52,126,7,28,66,7,86,28,67,6
78,178,7,31,73,4,86,22,76,4
40,120,6,26,61,6,86,28,68,7
43,120,8,25,63,7,90,28,66,7
77,181,7,32,75,3,88,22,76,3
40,128,8,25,64,7,86,27,67,6
45,120,7,26,65,6,88,28,65,7
44,134,7,30,72,7,87,27,68,5
49,121,7,25,62,7,91,28,66,6
70,182,6,32,71,3,77,21,76,3
49,129,7,26,66,7,88,27,72,6
80,177,4,31,75,3,77,22,76,3
55,127,7,25,62,8,90,26,63,7
53,120,8,25,64,7,87,27,68,6
51,120,8,26,64,7,90,25,68,8
69,174,7,29,75,6,87,22,76,5
45,120,8,25,60,7,90,28,69,7
80,171,6,32,74,2,80,21,76,3
75,187,3,32,74,4,75,22,76,3
50,121,8,25,66,6,87,26,68,5
50,129,6,26,61,7,88,26,66,6
50,120,7,25,65,6,89,28,67,7
80,177,4,31,75,2,75,21,76,3
52,121,7,26,73,6,86,25,76,7
48,120,8,26,65,6,87,26,69,3
80,185,3,32,73,4,75,23,75,3
76,126,7,26,63,5,87,27,66,6
80,187,3,32,74,2,75,21,76,3
69,189,7,29,74,7,88,24,76,7
80,176,4,30,75,3,88,24,76,3
46,127,6,28,67,8,90,28,68,7
45,120,7,28,62,7,90,26,67,8
46,121,9,25,64,7,89,26,67,8
79,174,3,29,75,2,77,20,76,3
72,125,6,31,71,2,75,20,76,3
80,191,4,32,75,3,76,21,76,3
65,172,7,31,73,6,76,22,76,3
69,192,4,31,71,2,77,22,76,3
76,176,5,31,75,2,75,22,76,3
75,200,3,33,75,3,76,21,76,3
38,120,7,25,67,7,88,27,68,6
78,129,7,27,72,3,86,28,72,7
79,168,7,26,75,7,86,21,75,7
74,174,3,32,72,2,75,20,76,3
43,141,8,25,63,6,87,26,64,7
43,121,8,26,61,6,85,27,66,7
74,120,6,27,67,7,89,21,68,7
52,120,7,26,64,7,87,27,64,6
80,176,4,33,75,2,78,20,76,3
49,120,6,25,62,6,89,28,66,7
74,189,3,30,74,5,75,21,74,3
46,120,8,26,63,7,92,28,67,7
68,120,8,25,64,7,87,21,70,7
80,185,5,32,75,3,75,20,76,3
80,165,4,31,75,2,76,19,76,3
45,120,8,26,65,7,88,28,67,7
46,127,8,26,65,6,88,28,68,6
47,135,8,25,65,6,88,22,65,3
69,127,7,26,65,7,87,22,65,7
38,120,7,25,64,7,85,27,66,6
45,120,8,25,65,8,90,28,67,7
50,121,8,25,63,8,89,27,66,7
77,185,3,33,74,3,77,20,75,4
52,176,7,31,62,7,86,23,67,8
72,125,8,31,65,5,87,26,70,6
80,175,5,33,74,2,76,23,76,3
80,186,3,31,75,4,76,21,76,3
43,121,8,25,63,7,90,27,65,7
62,120,6,31,65,7,88,24,74,7
52,120,8,26,64,7,89,28,67,7
71,170,6,31,70,2,75,21,74,4
75,189,4,32,75,3,79,20,76,3
49,126,8,28,63,6,88,27,66,7
71,136,7,25,72,3,89,24,76,6
80,168,8,33,74,2,77,20,72,5
78,178,3,31,75,3,75,21,76,3
65,135,8,28,65,5,87,26,66,7
80,158,3,33,75,2,80,20,76,5
65,120,7,25,61,7,87,28,68,6
65,125,7,26,68,6,86,26,64,7
80,189,5,31,72,3,76,21,76,3
36,123,7,26,63,7,86,26,67,8
79,162,3,29,75,3,79,22,76,3
80,192,4,34,74,2,76,20,76,3
64,173,8,27,73,3,85,22,66,6
68,137,8,28,67,7,92,27,67,7
74,166,3,32,75,2,75,19,76,3
44,152,6,25,68,7,86,25,67,7
55,134,7,26,64,6,86,26,67,7
80,182,3,34,75,2,75,22,76,3
47,130,6,30,72,6,85,21,75,5
39,120,8,26,64,5,89,22,66,7
80,196,3,33,75,2,77,21,75,3
46,124,6,26,65,5,86,26,66,6
80,196,5,29,75,2,76,19,76,3
72,173,3,32,74,3,75,23,76,4
80,197,4,31,75,3,84,21,76,4
52,133,8,26,64,5,86,27,67,8
56,139,7,26,64,7,92,27,68,7
77,175,4,32,75,2,75,22,76,3
44,128,8,25,63,7,89,28,65,7
74,161,3,30,75,3,75,22,75,4
76,178,3,30,75,2,75,19,76,3
75,163,7,25,71,6,88,23,74,6
50,120,7,25,72,8,90,26,70,7
66,124,8,26,63,8,88,27,68,7
71,146,7,26,70,2,85,26,75,6
41,120,7,28,61,7,88,27,66,7
44,120,8,26,65,8,92,28,68,7
62,127,8,27,64,7,90,28,67,7
79,175,3,33,75,2,77,21,76,3
56,128,8,26,63,8,90,28,68,8
50,124,7,25,64,6,88,27,67,7
80,191,3,32,75,3,75,20,76,3
44,121,8,25,66,7,88,27,69,8
80,175,5,31,75,2,76,21,76,3
59,135,7,28,62,6,88,26,66,6
47,120,8,26,66,6,87,27,66,7
45,120,7,25,64,6,89,27,66,6
77,181,3,32,75,5,85,23,76,3
78,187,5,32,74,3,78,22,76,5
49,141,4,26,65,6,89,28,74,6
77,198,3,32,74,2,77,22,75,3
74,173,3,31,75,3,84,20,76,3
45,124,6,25,64,7,88,26,67,8
76,125,8,33,72,6,87,22,74,7
49,183,6,25,68,5,89,25,66,8
50,120,6,25,66,6,87,27,66,6
53,120,8,25,65,7,92,28,67,8
78,171,4,31,75,3,76,20,75,3
80,170,5,32,75,4,76,21,76,4
71,170,7,28,72,6,86,21,75,3
75,129,6,26,66,6,82,22,76,8
48,134,7,25,65,6,89,28,67,7
49,126,8,25,62,7,87,28,66,6
52,120,8,25,63,6,89,27,67,7
41,121,7,25,65,8,90,26,68,7
49,120,7,27,63,7,87,27,68,8
74,184,7,25,66,5,88,27,65,6
72,120,7,26,64,6,89,28,69,6
57,120,7,25,62,7,88,27,65,7
80,120,8,27,64,8,89,28,69,7
48,130,7,25,63,8,92,28,67,7
60,136,7,26,66,7,89,28,68,7
72,170,4,32,75,2,77,22,76,3
46,126,6,28,65,6,86,26,68,7
45,126,6,25,64,7,91,26,68,7
75,154,7,31,75,3,87,27,75,7
75,169,7,29,65,6,88,22,73,5
80,174,5,32,73,2,79,22,76,4
47,120,7,25,65,7,88,26,64,6
77,166,4,31,74,4,76,21,76,3
44,133,7,26,65,7,88,27,67,6
50,126,7,25,64,7,87,27,65,6
51,120,6,27,64,7,88,20,69,7
80,190,4,32,74,4,77,22,75,3
79,173,8,31,67,5,88,26,73,4
51,129,8,27,74,5,89,25,66,6
80,193,3,33,75,2,75,20,75,3
74,124,8,25,64,7,88,26,65,7
42,120,9,25,67,7,89,28,66,8
52,120,7,25,62,7,91,28,67,8
59,122,7,25,66,5,87,27,72,6
80,179,7,31,73,2,79,23,76,4
67,180,7,32,74,3,87,22,74,7
74,120,7,33,74,4,87,22,74,5
67,132,8,25,65,7,88,27,67,6
80,161,5,31,75,2,75,19,76,3
47,134,7,26,62,3,87,26,68,6
47,125,6,26,64,7,89,27,68,7
42,138,4,26,63,7,88,27,66,5
48,120,7,28,63,7,90,27,69,8
43,126,7,25,64,7,90,26,66,8
78,170,3,32,75,2,75,21,75,3
54,123,8,26,66,6,90,26,67,7
75,156,8,30,75,5,76,22,72,3
57,120,9,25,64,8,90,27,65,7
53,126,8,26,68,7,86,27,66,8
76,170,3,31,74,5,78,20,75,4
80,176,4,31,73,3,77,20,76,3
67,171,3,32,75,3,75,20,76,3
48,120,8,26,67,7,89,28,68,7
73,130,7,26,66,5,86,26,68,7
74,123,7,25,65,5,88,26,66,7
52,120,8,25,64,6,92,27,64,7
66,176,8,31,72,3,76,23,76,3
44,126,7,26,66,7,86,28,67,6
47,120,8,25,67,6,91,26,68,7
54,121,7,26,67,6,86,27,67,6
68,186,7,31,73,7,85,28,76,7
80,194,4,30,75,2,78,23,76,3
68,120,7,26,69,6,90,28,68,7
77,178,6,31,74,4,86,27,75,4
69,178,3,30,75,3,85,22,75,4
65,174,7,32,66,7,87,28,73,6
55,139,8,26,67,6,84,27,66,9
43,120,6,27,64,7,89,26,67,6
67,160,7,29,74,6,76,22,75,3
48,120,7,25,64,6,91,27,68,7
48,137,7,26,66,6,86,24,68,7
76,156,6,26,72,6,86,21,76,6
48,134,7,26,62,7,92,26,67,6
80,172,4,30,75,4,75,21,76,4
52,127,7,25,67,6,87,27,68,7
40,120,7,26,63,6,87,28,67,6
80,189,3,30,73,2,79,21,76,3
47,127,8,26,65,6,89,27,67,7
80,167,3,31,74,3,75,21,76,3
52,120,9,27,63,7,91,27,69,7
80,190,4,31,75,3,76,20,76,3
41,123,8,25,64,7,90,28,66,7
68,120,8,25,64,7,88,25,76,8
56,124,6,25,65,6,89,27,68,6
62,162,3,30,73,3,87,22,76,3
50,136,8,25,66,7,87,27,67,8
46,123,8,27,65,7,88,26,69,8
80,179,7,34,74,4,78,21,74,3
56,120,8,25,62,6,89,28,64,7
80,171,3,33,75,2,75,20,76,3
80,173,3,32,75,3,76,22,74,3
76,185,5,31,75,2,77,22,76,3
80,123,6,26,64,6,90,23,66,5
45,120,8,25,62,6,91,28,66,7
73,171,3,32,74,3,75,22,76,3
80,168,4,31,74,5,75,22,76,3
53,131,7,25,67,6,89,26,64,6
49,127,9,25,66,8,87,27,66,7
71,186,3,31,75,3,76,22,75,3
54,120,6,27,67,4,85,26,66,6
75,171,6,30,73,7,87,22,69,6
80,198,4,32,75,2,76,20,76,3
73,189,4,26,67,6,87,26,74,7
52,132,8,25,67,7,89,28,64,7
80,169,4,33,75,6,75,19,76,3
48,123,7,26,66,8,89,27,67,8
74,170,7,26,72,7,89,21,71,7
47,120,7,26,61,6,88,28,66,7
38,133,7,31,67,7,86,27,67,7
43,132,7,27,66,7,89,26,67,7
50,124,8,27,64,7,89,27,65,8
73,180,3,32,74,4,87,23,75,3
80,165,8,30,75,3,81,20,75,7
48,122,9,25,62,6,89,28,68,7
78,183,3,29,75,2,75,22,76,3
78,156,8,27,72,7,88,20,75,6
58,136,7,27,67,7,89,26,67,6
44,137,8,26,63,7,90,27,64,6
73,178,3,31,74,3,76,22,76,3
80,172,4,33,72,3,87,20,76,4
74,176,5,30,75,4,75,21,76,3
75,186,3,31,75,2,75,21,76,3
60,120,7,25,62,7,88,26,65,7
35,122,8,25,64,7,88,27,69,6
39,120,7,26,67,6,91,26,65,6
50,130,7,26,66,7,90,25,67,7
76,164,7,29,71,2,75,21,73,3
75,120,7,28,67,5,86,27,69,7
73,124,4,30,72,4,77,21,76,3
55,120,6,25,63,5,87,27,66,6
71,187,8,30,73,2,86,22,65,3
80,184,3,33,75,2,75,19,76,3
41,123,8,25,62,8,92,28,67,6
80,185,5,29,73,3,79,22,74,3
80,160,4,32,75,2,77,21,76,3
57,120,8,25,64,6,86,25,68,7
35,138,8,25,66,7,92,28,67,7
47,177,6,26,73,4,86,23,68,5
48,128,8,27,66,7,86,28,68,7
73,176,8,31,74,4,77,22,76,6
49,120,8,26,67,7,87,28,67,7
45,127,8,25,63,7,87,27,67,7
72,173,5,31,74,2,75,23,76,4
72,137,6,26,75,6,86,22,74,5
64,130,7,26,72,6,85,28,65,3
73,161,6,33,75,5,86,19,76,7
48,136,8,26,64,6,84,25,66,8
67,175,4,31,72,5,78,19,75,4
76,179,5,33,73,3,79,22,76,3
66,120,7,28,66,5,88,23,67,4
74,146,3,32,65,6,86,21,68,7
80,174,3,31,75,3,76,23,76,3
77,179,6,32,73,4,87,20,73,4
72,126,7,29,64,5,84,22,66,5
46,131,8,26,75,4,90,28,67,6
53,120,8,25,63,8,91,26,67,7
42,128,7,26,64,7,89,27,66,8
77,175,7,31,72,3,79,19,76,4
79,182,3,30,75,4,75,19,76,3
39,120,7,25,67,6,88,28,65,7
45,122,7,25,63,6,90,27,66,7
47,121,8,25,65,8,92,27,67,7
80,157,4,31,75,3,75,20,76,4
48,120,7,25,63,7,87,28,68,7
80,182,3,31,75,3,75,20,76,3
80,172,3,34,73,2,77,23,76,3
45,120,7,31,73,6,87,27,69,8
80,184,6,32,75,3,76,22,73,3
46,120,8,25,62,8,89,27,66,9
76,202,5,31,75,3,75,21,76,3
75,172,3,30,75,2,76,21,76,3
70,120,7,32,67,6,83,21,75,6
76,170,4,32,72,2,87,20,76,3
45,121,7,25,66,6,86,27,74,4
69,120,6,32,64,3,87,26,67,6
43,120,8,25,66,6,89,28,66,7
69,169,3,32,73,4,89,21,76,3
52,120,9,25,61,8,91,28,65,6
53,120,7,25,63,8,91,26,64,6
42,120,8,26,67,7,89,27,68,7
46,136,7,26,63,5,84,28,64,6
65,124,7,25,64,6,88,27,66,6
44,120,7,25,64,8,89,27,64,7
80,174,6,30,73,3,75,20,74,4
69,152,7,29,71,4,87,21,74,5
47,124,7,25,66,6,90,28,65,7
50,120,8,27,63,7,89,27,65,8
70,131,7,31,63,6,86,22,66,5
46,120,6,26,66,5,84,25,65,7
73,171,6,26,63,7,84,21,67,6
43,163,7,26,67,3,89,21,76,7
49,136,7,25,64,7,87,27,64,7
80,183,3,33,75,3,75,22,76,3
73,163,4,32,73,4,76,20,76,3
56,125,7,25,63,7,90,26,66,7
64,161,4,32,72,7,76,20,76,5
80,163,3,32,75,2,75,22,76,3
46,133,8,27,64,7,87,28,66,6
80,176,3,32,73,2,75,20,76,3
80,168,4,32,75,4,76,22,76,3
44,138,7,26,63,7,88,26,67,8
78,125,8,32,73,3,86,24,75,3
46,140,7,25,67,3,87,28,68,7
80,161,4,32,75,2,75,20,76,3
80,168,6,31,74,3,86,21,76,3
44,120,8,25,64,7,91,26,67,5
70,173,7,27,64,6,89,23,64,5
45,129,7,25,64,6,90,27,67,7
72,164,7,31,66,7,87,26,73,4
80,194,3,31,75,2,78,20,76,3
53,126,7,25,63,7,89,27,68,8
80,186,3,31,72,4,75,21,75,4
76,183,3,31,75,4,77,22,76,4
45,133,7,26,63,6,88,26,65,7
80,162,3,31,75,5,76,20,76,4
52,120,7,25,64,5,90,27,64,7
69,182,6,30,75,2,87,21,76,7
73,174,7,30,66,3,87,21,73,3
52,120,7,25,66,8,92,25,68,7
71,174,4,33,74,2,77,20,76,4
41,130,6,25,71,4,86,28,66,6
74,128,7,26,65,7,87,27,67,5
78,180,3,33,75,3,75,23,75,3
52,121,7,27,62,6,89,26,67,7
77,176,7,32,72,6,87,25,76,7
75,126,7,27,64,5,85,28,65,8
49,120,8,26,66,6,92,28,65,7
45,159,7,26,74,5,85,23,74,3
50,140,7,25,60,6,89,28,68,7
79,181,4,32,74,3,75,21,76,3
38,120,6,25,65,7,84,28,67,6
48,120,7,25,68,7,88,27,68,7
64,180,6,26,74,4,75,21,75,6
80,191,4,33,74,3,76,20,76,3
80,188,7,31,67,5,89,27,68,6
80,165,3,31,75,3,75,22,76,3
80,186,6,32,75,2,78,22,73,3
77,174,4,30,73,3,79,22,76,4
74,142,8,25,71,3,87,26,66,6
80,175,3,32,75,3,76,20,76,3
80,184,4,32,75,2,78,23,76,3
41,120,8,26,67,8,90,27,68,8
46,126,8,25,62,6,84,21,66,6
79,170,3,31,72,3,76,20,76,4
52,120,8,26,65,6,88,28,65,7
80,184,7,33,73,6,78,22,75,4
80,173,8,31,75,5,83,28,74,5
80,173,3,31,75,2,75,23,75,3
47,120,6,25,63,7,92,27,68,6
48,131,8,26,62,7,90,26,65,7
44,126,8,25,62,6,87,28,66,7
48,137,7,27,63,7,91,26,69,8
65,167,7,25,65,6,86,27,68,6
80,170,3,32,73,2,82,23,76,3
65,162,6,31,74,6,88,28,75,5
50,127,7,26,62,6,90,28,64,6
69,120,6,27,67,7,85,26,66,7
44,138,7,27,64,6,88,27,65,7
78,167,4,32,75,5,77,23,76,3
75,123,7,25,72,6,89,23,68,7
80,176,3,30,75,2,75,22,76,3
50,120,7,25,64,6,88,27,65,7
66,181,7,31,72,4,79,22,76,4
45,120,8,25,65,8,91,28,67,6
72,191,7,27,68,6,91,27,72,7
45,120,8,25,65,7,88,27,64,7
49,120,7,25,64,6,90,26,66,8
80,170,6,31,74,2,76,21,76,3
69,120,8,25,61,7,89,27,66,7
76,175,3,30,72,2,83,20,76,5
47,124,6,27,63,6,91,28,66,6
80,182,6,33,72,4,88,21,74,5
80,172,7,30,72,3,75,20,76,3
80,160,7,31,72,6,79,21,75,5
80,180,3,32,75,4,77,21,76,3
80,174,4,32,74,2,78,20,75,3
80,177,3,27,75,2,77,21,75,3
75,187,3,32,74,2,75,19,76,5
80,177,3,32,75,2,75,23,76,3
70,135,3,28,65,6,86,23,74,7
80,172,7,31,72,3,76,22,75,3
80,152,7,25,71,7,85,23,75,3
56,120,7,26,65,6,86,26,67,8
48,140,7,25,65,7,91,26,66,6
80,195,4,32,75,4,80,21,76,4
55,120,7,25,62,5,85,28,67,7
54,120,8,27,65,7,89,27,67,7
78,142,7,26,67,6,90,28,69,8
49,129,7,25,64,6,86,28,68,7
77,181,3,30,73,3,80,23,74,3
46,121,8,26,65,6,89,27,69,5
80,174,4,31,73,3,77,21,76,3
80,167,5,31,75,2,75,21,76,3
44,120,8,25,60,5,86,27,65,6
68,170,7,32,75,7,79,21,76,3
80,184,5,32,75,4,80,20,76,3
80,186,7,29,75,6,88,21,74,5
78,182,3,31,75,3,77,23,75,3
80,179,3,30,75,3,75,21,76,3
52,120,7,26,63,7,87,26,67,6
80,168,4,32,74,4,80,22,76,3
67,140,6,25,62,6,87,26,65,6
74,163,3,32,74,3,79,22,76,4
40,123,7,26,65,7,87,28,67,7
79,121,4,30,75,2,75,23,76,3
79,120,7,30,72,3,79,23,76,3
54,121,9,26,64,7,89,28,67,7
66,175,6,25,66,6,84,22,68,6
48,123,7,25,65,7,91,27,65,7
44,120,8,25,61,7,86,28,65,7
42,134,6,27,65,7,87,27,69,6
57,127,7,26,66,7,89,27,68,7
73,167,8,30,75,7,86,22,76,6
51,133,7,26,62,5,88,24,68,7
65,180,7,33,75,4,85,21,76,3
78,128,7,26,75,8,88,28,75,6
50,133,8,27,63,6,85,27,65,6
78,177,5,32,74,3,79,21,76,4
80,174,4,31,75,3,75,22,76,3
80,179,3,30,75,2,76,21,76,3
47,121,8,25,66,7,91,28,67,7
48,122,8,26,63,6,88,28,68,6
65,165,4,30,75,3,84,23,76,3
41,121,7,25,68,6,90,26,69,7
45,120,6,26,62,7,88,27,68,6
80,173,3,33,74,2,75,20,76,3
53,133,7,25,61,7,90,28,64,7
80,155,3,33,75,3,75,20,76,3
59,127,6,27,68,6,89,22,67,7
77,184,4,28,70,5,86,23,76,5
74,139,6,26,62,6,87,28,74,8
43,133,8,26,64,6,90,26,66,6
43,129,7,27,65,8,90,26,69,7
47,132,8,25,64,8,87,28,67,6
53,120,7,28,62,8,90,25,69,8
42,120,8,26,65,7,90,28,68,7
49,128,7,25,65,6,91,27,67,7
73,166,4,31,71,4,87,22,74,4
47,127,7,25,63,7,89,27,66,7
62,136,7,27,64,2,91,28,72,7
67,133,7,31,63,6,90,28,68,7
80,189,3,31,73,2,75,20,76,3
35,125,6,27,62,7,87,28,69,6
69,181,4,31,75,3,75,21,74,3
71,120,7,25,63,7,91,27,68,6
57,120,8,25,65,8,92,28,66,7
42,129,7,26,66,8,87,26,65,7
44,130,8,25,73,4,88,26,74,7
47,120,6,25,65,7,91,28,67,6
76,170,5,32,74,2,77,21,76,3
55,120,7,28,62,7,84,22,69,8
76,141,7,26,74,6,87,25,69,6
66,172,4,31,71,6,87,24,75,4
70,120,6,33,74,4,89,19,75,4
49,126,7,28,61,7,86,28,68,6
80,166,3,30,75,5,75,20,76,3
64,150,6,28,71,7,87,25,72,7
79,120,8,33,73,2,80,21,76,4
67,167,7,26,73,5,88,24,74,7
80,159,7,30,74,6,75,20,73,3
80,170,3,30,74,2,81,23,76,3
43,120,6,26,67,6,83,25,65,7
53,120,8,26,67,6,88,26,66,7
80,166,3,32,70,2,75,22,76,3
40,120,7,25,63,7,91,28,66,6
51,138,7,25,72,6,90,27,66,8
73,125,7,26,65,5,88,23,69,7
70,120,7,31,68,3,89,21,69,6
39,120,8,25,64,7,88,27,68,6
79,174,4,32,71,3,76,21,75,4
54,128,7,26,65,7,89,28,66,6
49,129,7,26,67,7,90,26,67,7
53,132,8,25,64,8,90,25,66,7
48,120,8,25,66,6,91,26,66,7
46,120,7,25,64,5,88,27,65,8
80,164,3,32,75,2,77,20,76,3
80,177,5,33,75,3,75,19,76,3
42,125,6,26,65,6,87,24,68,6
51,126,7,26,65,6,89,28,67,5
75,164,3,30,73,4,85,21,76,4
51,129,9,25,62,6,92,26,68,8
50,138,7,31,63,7,87,27,68,8
46,123,7,25,64,6,87,28,67,6
51,120,7,27,65,7,90,27,64,7
53,135,7,28,66,6,88,28,67,6
35,131,8,25,67,7,87,21,64,7
45,133,8,26,65,7,87,22,67,6
80,125,7,25,72,6,89,22,73,7
80,174,3,30,75,2,75,21,76,3
79,180,8,31,65,6,90,22,68,7
49,120,6,25,67,7,90,27,65,7
74,181,3,34,75,5,77,21,75,4
79,169,4,33,75,3,75,21,76,3
50,120,6,25,67,7,87,27,68,6
80,193,4,32,74,3,77,21,76,3
45,120,6,26,64,8,89,26,76,6
73,120,7,25,74,6,87,25,73,7
53,143,7,25,64,6,85,27,67,6
77,160,7,30,74,2,78,21,76,3
71,141,8,30,75,3,87,22,74,3
79,183,8,32,75,4,88,22,76,5
74,186,4,34,72,2,76,22,75,3
50,131,7,26,64,6,90,25,64,8
74,177,3,32,75,4,77,19,76,3
47,120,8,25,62,7,92,28,68,7
75,162,7,26,75,3,81,23,75,3
79,171,3,30,74,3,88,23,74,4
80,182,3,31,75,2,77,21,76,3
